transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,is_outlier,total_amount
T0651,2023-13-01,C4638,laptop,8.0,838.8247156583494,paypal,completed,False,6710.597725266795
T0655,2023-13-01,C496,smartphone,5.0,772.6972837674289,paypal,completed,False,3863.4864188371444
T0669,2023-13-01,C3559,coffee machine,2.0,396.06,credit card,failed,False,792.12
T0672,2025-02-30,C4800,headphones,4.0,913.1445451111338,credit card,completed,False,3652.578180444535
T0675,2021-07-28,C2617,laptop,2.0,235.7304532651376,credit card,completed,False,471.4609065302752
T0686,2025-02-30,C4087,coffee machine,8.0,265.11,credit card,pending,False,2120.88
T0693,2025-02-30,C3795,headphones,3.0,324.7048291483617,credit card,completed,False,974.114487445085
T0695,2023-03-10,C028,headphones,6.0,316.1837590334354,paypal,pending,False,1897.1025542006125
T0699,2023-13-01,C427,coffee machine,8.0,485.3352233556136,paypal,completed,False,3882.681786844909
T0709,2025-02-30,C3375,smartphone,4.0,634.7480109317191,cash,completed,False,2538.9920437268765
T0713,2022-01-20,C675,headphones,8.0,808.57,paypal,completed,False,6468.56
T0729,2025-02-30,C1747,tablet,2.0,783.9391412627389,paypal,completed,False,1567.8782825254777
T0735,2024-12-15,C4246,coffee machine,8.0,350.6419957708754,credit card,completed,False,2805.135966167003
T0744,2020-05-01,C219,tablet,9.0,50.69536203723658,credit card,completed,False,456.2582583351292
T0747,2020-01-22,C4819,smartphone,6.0,580.581683468913,paypal,completed,False,3483.4901008134775
T0753,2024-03-16,C1843,smartphone,8.0,121.93488327330522,cash,unknown,False,975.4790661864417
T0754,2025-02-30,C2091,headphones,5.0,625.3165992607755,paypal,pending,False,3126.5829963038777
T0757,2023-13-01,C778,smartphone,6.0,380.2384190638252,paypal,pending,False,2281.430514382951
T0759,2023-13-01,C2095,coffee machine,4.0,153.55665332068145,paypal,failed,False,614.2266132827258
T0767,2021-03-06,C3584,headphones,6.0,666.0085284023678,paypal,pending,False,3996.051170414207
T0770,2025-02-30,C3242,coffee machine,5.0,440.06,credit card,unknown,False,2200.3
T0778,2021-01-15,C1794,tablet,10.0,365.7322554809473,credit card,pending,False,3657.322554809473
T0785,2025-02-30,C3193,headphones,6.0,130.78870452195088,credit card,completed,False,784.7322271317053
T0787,2023-13-01,C515,smartphone,2.0,244.02889225103365,cash,pending,False,488.0577845020673
T0807,2023-02-10,C3438,headphones,10.0,188.12352674114845,cash,unknown,False,1881.2352674114845
T0823,2023-13-01,C1408,laptop,8.0,358.84123153744133,paypal,completed,False,2870.7298522995306
T0826,2023-13-01,C4227,smartphone,10.0,643.99,paypal,unknown,False,6439.9
T0837,2023-13-01,C1440,tablet,5.0,802.9111615054228,paypal,completed,False,4014.5558075271138
T0849,2025-02-30,C3943,laptop,7.0,773.415741029724,paypal,completed,False,5413.910187208068
T0858,2025-02-30,C159,headphones,1.0,853.0060137826906,paypal,completed,False,853.0060137826906
T0878,2024-09-27,C4449,tablet,5.0,948.8816063349858,paypal,failed,False,4744.408031674929
T0881,2025-02-30,C2656,smartphone,5.0,636.789749489436,paypal,failed,False,3183.94874744718
T0886,2022-01-27,C4872,tablet,1.0,924.659632181763,paypal,completed,False,924.659632181763
T0889,2023-07-27,C3024,smartphone,5.0,784.021476433943,credit card,completed,False,3920.107382169715
T0898,2023-13-01,C3436,headphones,2.0,875.92,credit card,completed,False,1751.84
T0900,2023-12-16,C1964,headphones,2.0,647.8816749780428,cash,completed,False,1295.7633499560857
T0902,2023-13-01,C1575,coffee machine,6.0,396.7787728246187,credit card,completed,False,2380.6726369477124
T0908,2023-13-01,C4688,coffee machine,2.0,218.7,credit card,failed,False,437.4
T0909,2023-04-13,C2257,coffee machine,10.0,296.39987538825415,credit card,failed,False,2963.9987538825417
T0911,2023-12-23,C4610,headphones,4.0,494.0526186201254,credit card,pending,False,1976.2104744805015
T0919,2024-08-05,C4978,smartphone,7.0,115.48299928701152,paypal,unknown,False,808.3809950090806
T0923,2020-09-22,C2065,smartphone,5.0,838.469347414304,credit card,completed,False,4192.34673707152
T0933,2023-13-01,C1766,tablet,7.0,467.93536133655743,credit card,pending,False,3275.547529355902
T0939,2025-02-30,C419,smartphone,9.0,376.9834493047416,credit card,unknown,False,3392.8510437426744
T0941,2025-02-30,C4756,headphones,1.0,387.2,paypal,unknown,False,387.2
T0957,2023-13-01,C483,laptop,7.0,590.258236477086,credit card,completed,False,4131.807655339602
T0961,2025-02-30,C602,tablet,6.0,262.55,credit card,completed,False,1575.3000000000002
T0964,2023-13-01,C4620,smartphone,4.0,523.8559947189452,paypal,completed,False,2095.423978875781
T0975,2023-13-01,C160,tablet,2.0,186.68608316010045,paypal,failed,False,373.3721663202009
T0979,2022-08-25,C465,headphones,6.0,584.1879236356881,paypal,completed,False,3505.1275418141286
T0987,2022-04-08,C3803,headphones,5.0,636.8130734404331,cash,completed,False,3184.0653672021654
T0988,2023-13-01,C901,smartphone,10.0,903.3158400877784,credit card,completed,False,9033.158400877785
T0992,2023-13-01,C1733,tablet,1.0,694.4024353915818,credit card,unknown,False,694.4024353915818
T0994,2025-01-17,C2063,smartphone,4.0,901.7674294653611,paypal,completed,False,3607.0697178614446
T1004,2025-02-30,C4493,laptop,9.0,908.4286011609026,cash,completed,False,8175.857410448124
T1011,2025-02-30,C1422,tablet,2.0,913.737597265168,credit card,failed,False,1827.475194530336
T1020,2020-12-09,C4660,headphones,4.0,323.6198022221146,credit card,failed,False,1294.4792088884583
T1025,2022-08-04,C3665,tablet,6.0,728.4135963526896,paypal,completed,False,4370.481578116138
T1030,2023-10-22,C3820,smartphone,3.0,623.32,paypal,completed,False,1869.96
T1039,2025-02-30,C2846,smartphone,5.0,509.5274116616728,paypal,completed,False,2547.637058308364
T1045,2023-13-01,C3745,tablet,9.0,594.7137878530118,credit card,completed,False,5352.4240906771065
T1052,2020-05-15,C2806,smartphone,9.0,228.1632527787011,cash,failed,False,2053.46927500831
T1060,2023-13-01,C3039,smartphone,3.0,262.3065864655996,paypal,pending,False,786.9197593967988
T1061,2020-03-29,C3020,coffee machine,3.0,254.2013322229559,paypal,completed,False,762.6039966688677
T1076,2025-02-30,C3135,coffee machine,1.0,220.9179218560115,paypal,failed,False,220.9179218560115
T1078,2020-08-16,C3250,smartphone,4.0,359.750208572357,cash,failed,False,1439.000834289428
T1089,2025-02-30,C2777,tablet,2.0,776.2540628162908,credit card,completed,False,1552.5081256325816
T1093,2023-13-01,C1717,tablet,4.0,885.501697613429,cash,completed,False,3542.006790453716
T1114,2023-02-08,C2463,coffee machine,4.0,262.96373350857994,paypal,unknown,False,1051.8549340343197
T1115,2025-02-30,C2715,laptop,6.0,656.53,credit card,completed,False,3939.18
T1116,2025-02-30,C2415,laptop,2.0,100.12321482252284,paypal,failed,False,200.24642964504568
T1125,2025-02-30,C3403,tablet,6.0,328.0036002942236,paypal,pending,False,1968.0216017653415
T1127,2024-08-28,C572,laptop,4.0,877.2573667872541,paypal,unknown,False,3509.0294671490165
T1129,2020-09-14,C1232,headphones,4.0,861.3848145900026,credit card,completed,False,3445.5392583600105
T1132,2023-13-01,C3178,laptop,7.0,319.9854592295038,cash,pending,False,2239.898214606527
T1135,2025-02-30,C1013,headphones,5.0,968.2213819741788,paypal,failed,False,4841.106909870894
T1136,2020-01-31,C3769,tablet,4.0,156.4249767752559,paypal,completed,False,625.6999071010237
T1142,2025-02-30,C4316,smartphone,10.0,521.9114570167067,paypal,completed,False,5219.114570167067
T1153,2020-04-29,C3652,smartphone,2.0,285.90984658101604,cash,failed,False,571.8196931620321
T1155,2022-03-03,C3109,headphones,8.0,671.3427191863323,paypal,pending,False,5370.741753490658
T1163,2023-13-01,C113,tablet,9.0,910.2156731675668,paypal,pending,False,8191.941058508101
T1166,2022-11-28,C3148,tablet,5.0,874.99,paypal,completed,False,4374.95
T1175,2023-13-01,C1994,headphones,5.0,418.5046837613828,cash,failed,False,2092.523418806914
T1179,2025-02-30,C3824,headphones,3.0,104.79202296648634,paypal,completed,False,314.376068899459
T1187,2025-02-30,C3042,laptop,7.0,732.274802767541,paypal,completed,False,5125.9236193727875
T1198,2023-13-01,C965,laptop,9.0,240.20757003346648,cash,unknown,False,2161.868130301198
T1201,2025-02-30,C2437,headphones,2.0,318.7630008597638,credit card,unknown,False,637.5260017195276
T1222,2023-13-01,C048,headphones,4.0,664.4885622525882,credit card,unknown,False,2657.9542490103527
T1230,2021-10-15,C4483,laptop,10.0,409.36602196485165,credit card,completed,False,4093.6602196485164
T1249,2020-09-19,C736,headphones,100.0,945.465454747666,paypal,completed,False,94546.5454747666
T1251,2023-13-01,C3443,tablet,6.0,507.85,credit card,completed,False,3047.1000000000004
T1253,2023-13-01,C4060,tablet,4.0,290.10230319579466,cash,unknown,False,1160.4092127831786
T1254,2025-02-30,C1699,tablet,10.0,430.6242149996531,credit card,completed,False,4306.242149996531
T1259,2025-02-30,C2367,coffee machine,5.0,414.0223949310429,credit card,completed,False,2070.1119746552145
T1274,2023-13-01,C1367,headphones,8.0,181.002143397798,paypal,completed,False,1448.017147182384
T1276,2025-02-30,C4011,tablet,4.0,690.9339285131097,paypal,completed,False,2763.7357140524387
T1280,2023-11-28,C4564,laptop,9.0,692.3768543797564,paypal,completed,False,6231.391689417807
T1281,2025-02-30,C2789,laptop,10.0,897.2144252229182,paypal,unknown,False,8972.144252229182
T1283,2023-11-19,C1223,laptop,1.0,285.39208027429606,cash,unknown,False,285.39208027429606
T1284,2022-01-24,C3476,laptop,1.0,853.495796271044,cash,pending,False,853.495796271044
T1289,2025-02-30,C1670,smartphone,6.0,657.5265200161294,cash,failed,False,3945.159120096777
T1311,2021-10-04,C1550,laptop,10.0,673.0732626239276,cash,failed,False,6730.732626239276
T1312,2023-13-01,C2020,headphones,6.0,538.5068658843279,credit card,pending,False,3231.0411953059674
T1313,2025-02-30,C3879,headphones,6.0,737.39402290963,paypal,failed,False,4424.36413745778
T1320,2023-13-01,C268,smartphone,5.0,64.97,credit card,completed,False,324.85
T1326,2025-02-30,C4233,tablet,5.0,73.66042025062595,paypal,completed,False,368.30210125312976
T1333,2020-01-03,C4647,tablet,8.0,150.23870023433687,credit card,completed,False,1201.909601874695
T1343,2021-04-24,C692,smartphone,4.0,61.18313373372389,credit card,completed,False,244.73253493489557
T1355,2024-07-03,C3036,tablet,5.0,668.3960820469829,credit card,completed,False,3341.9804102349144
T1377,2023-13-01,C2601,headphones,3.0,363.40790540662937,cash,completed,False,1090.223716219888
T1378,2023-05-21,C2057,laptop,2.0,567.1345418517861,cash,pending,False,1134.2690837035723
T1401,2023-13-01,C479,tablet,5.0,454.8133746039155,credit card,failed,False,2274.0668730195775
T1430,2025-02-30,C1552,smartphone,3.0,553.5570650969423,paypal,pending,False,1660.671195290827
T1437,2022-08-29,C2581,laptop,9.0,761.08,credit card,completed,False,6849.72
T1438,2022-07-13,C3065,smartphone,2.0,761.4154404703359,credit card,unknown,False,1522.8308809406717
T1439,2023-09-26,C2888,laptop,9.0,751.4740091387858,credit card,completed,False,6763.2660822490725
T1442,2021-03-13,C1882,headphones,9.0,849.2728196419696,cash,completed,False,7643.455376777726
T1451,2023-13-01,C4053,laptop,10.0,80.41147125793705,credit card,completed,False,804.1147125793705
T1468,2023-13-01,C187,smartphone,3.0,999.7483408972182,credit card,completed,False,2999.2450226916544
T1471,2024-10-16,C1465,coffee machine,3.0,78.58534558323566,paypal,failed,False,235.756036749707
T1474,2023-13-01,C4774,coffee machine,7.0,64.68061909420813,credit card,failed,False,452.7643336594569
T1476,2025-02-30,C645,smartphone,6.0,337.94080113742973,paypal,failed,False,2027.6448068245784
T1478,2021-11-23,C2449,headphones,7.0,87.31899617933016,paypal,completed,False,611.2329732553111
T1479,2023-06-13,C2508,smartphone,6.0,214.77859749185012,cash,pending,False,1288.6715849511006
T1481,2023-13-01,C3753,laptop,2.0,679.34,credit card,failed,False,1358.68
T1483,2025-02-30,C3414,laptop,2.0,571.0491670809162,cash,completed,False,1142.0983341618323
T1488,2025-02-30,C2929,headphones,8.0,467.1680874324031,cash,completed,False,3737.344699459225
T1490,2023-13-01,C3973,laptop,10.0,551.295282299085,paypal,pending,False,5512.95282299085
T1492,2025-02-30,C1465,laptop,9.0,358.12445514114575,paypal,pending,False,3223.1200962703115
T1493,2021-02-25,C2879,smartphone,1.0,715.5081882159602,credit card,pending,False,715.5081882159602
T1506,2023-13-01,C1860,tablet,10.0,330.163909009537,cash,completed,False,3301.63909009537
T1511,2023-13-01,C1633,smartphone,2.0,685.9815681012177,paypal,unknown,False,1371.9631362024354
T1515,2025-02-30,C2544,coffee machine,1.0,273.3312791498158,paypal,completed,False,273.3312791498158
T1521,2025-02-30,C1139,headphones,5.0,689.1889369053946,cash,failed,False,3445.944684526973
T1524,2023-13-01,C788,tablet,1.0,970.60451789318,credit card,pending,False,970.60451789318
T1526,2025-02-30,C2132,coffee machine,7.0,298.23818654483534,paypal,unknown,False,2087.6673058138476
T1541,2024-04-09,C4694,tablet,6.0,571.4295067160451,credit card,completed,False,3428.5770402962708
T1545,2023-13-01,C1325,smartphone,4.0,329.8475483311817,credit card,unknown,False,1319.3901933247269
T1547,2023-13-01,C2835,laptop,9.0,564.4869695225955,credit card,pending,False,5080.382725703359
T1551,2024-07-27,C4361,laptop,10.0,417.2736989529272,paypal,completed,False,4172.736989529272
T1554,2023-13-01,C4068,tablet,9.0,263.63191884528544,credit card,failed,False,2372.687269607569
T1562,2022-11-20,C4943,tablet,6.0,157.5602574543948,cash,unknown,False,945.3615447263687
T1568,2023-13-01,C1681,headphones,7.0,535.199230162073,cash,unknown,False,3746.3946111345113
T1576,2025-02-30,C4739,headphones,8.0,52.77847540236301,paypal,completed,False,422.22780321890406
T1578,2020-06-11,C4259,coffee machine,7.0,152.59006690546914,credit card,pending,False,1068.1304683382841
T1582,2023-13-01,C3828,smartphone,10.0,411.5036716402912,credit card,unknown,False,4115.036716402912
T1585,2023-01-25,C2728,laptop,2.0,355.0991395554669,paypal,completed,False,710.1982791109338
T1587,2023-13-01,C1272,tablet,7.0,414.24497879566593,paypal,unknown,False,2899.7148515696617
T1588,2025-02-30,C1697,smartphone,5.0,820.124420421955,paypal,completed,False,4100.622102109775
T1589,2024-12-15,C4976,headphones,4.0,109.73694345271728,paypal,pending,False,438.94777381086914
T1593,2025-02-30,C4288,headphones,5.0,639.6073069124609,paypal,completed,False,3198.0365345623045
T1596,2025-02-30,C4382,headphones,2.0,845.3287120681728,credit card,unknown,False,1690.6574241363455
T1601,2023-09-03,C1182,smartphone,8.0,512.8715471544062,credit card,completed,False,4102.97237723525
T1607,2020-06-06,C3107,coffee machine,4.0,247.74764502485996,credit card,pending,False,990.9905800994399
T1615,2023-13-01,C592,smartphone,9.0,581.1506618473343,paypal,completed,False,5230.355956626008
T1639,2025-02-30,C2097,laptop,3.0,701.5186073808053,credit card,completed,False,2104.5558221424158
T1652,2023-13-01,C4207,laptop,9.0,62.59090517048198,credit card,completed,False,563.3181465343379
T1663,2024-12-24,C4268,smartphone,3.0,324.2270236462697,paypal,failed,False,972.6810709388091
T1676,2023-13-01,C1951,tablet,2.0,502.8729908564075,cash,completed,False,1005.745981712815
T1684,2023-01-28,C899,headphones,3.0,870.3749335541287,credit card,completed,False,2611.124800662386
T1685,2023-13-01,C1448,headphones,8.0,422.04091813234106,credit card,unknown,False,3376.3273450587285
T1686,2023-13-01,C3991,laptop,5.0,227.3027805070708,credit card,pending,False,1136.513902535354
T1690,2025-02-30,C3589,coffee machine,4.0,250.8539673052625,credit card,unknown,False,1003.41586922105
T1693,2021-11-16,C1427,laptop,2.0,364.4127749217175,paypal,unknown,False,728.825549843435
T1696,2023-13-01,C1548,laptop,6.0,490.0524595558644,cash,completed,False,2940.314757335186
T1697,2025-02-30,C4435,smartphone,6.0,468.4,paypal,pending,False,2810.3999999999996
T1700,2022-03-26,C4175,headphones,2.0,433.9823668456939,paypal,completed,False,867.9647336913878
T1702,2020-01-09,C2972,laptop,6.0,902.7673941522156,credit card,pending,False,5416.6043649132935
T1707,2025-02-30,C358,headphones,6.0,203.88134723827227,credit card,unknown,False,1223.2880834296336
T1712,2021-01-02,C1520,tablet,2.0,515.57,credit card,unknown,False,1031.14
T1719,2020-01-29,C2692,laptop,4.0,227.39,paypal,unknown,False,909.56
T1721,2025-02-30,C4082,headphones,9.0,74.2032209307323,cash,completed,False,667.8289883765907
T1731,2023-13-01,C4905,laptop,8.0,409.7806292694801,paypal,completed,False,3278.2450341558406
T1742,2025-02-30,C4714,headphones,3.0,549.426596489075,credit card,pending,False,1648.2797894672249
T1753,2020-06-11,C2540,tablet,1.0,694.7873934391732,credit card,completed,False,694.7873934391732
T1769,2020-02-08,C2507,tablet,4.0,111.46846395235696,credit card,pending,False,445.8738558094278
T1771,2023-13-01,C4890,smartphone,10.0,180.93,credit card,completed,False,1809.3000000000002
T1772,2025-02-30,C1895,laptop,9.0,890.9522806980813,paypal,completed,False,8018.570526282731
T1785,2023-13-01,C4781,tablet,4.0,240.9242789849209,credit card,completed,False,963.6971159396836
T1794,2025-02-30,C2578,headphones,5.0,319.2314623074185,paypal,completed,False,1596.1573115370925
T1795,2025-02-30,C779,tablet,4.0,743.7262747334569,paypal,completed,False,2974.9050989338275
T1798,2023-13-01,C2875,coffee machine,2.0,410.6600005624347,cash,failed,False,821.3200011248693
T1808,2025-02-30,C074,coffee machine,1.0,385.026943205522,paypal,completed,False,385.026943205522
T1811,2025-02-30,C4970,coffee machine,1.0,204.22,paypal,unknown,False,204.22
T1813,2023-13-01,C3230,smartphone,8.0,781.6144840160464,credit card,failed,False,6252.915872128371
T1832,2021-11-27,C2947,coffee machine,5.0,408.3636188666451,paypal,completed,False,2041.8180943332254
T1833,2025-02-30,C4032,tablet,2.0,302.929694625387,credit card,failed,False,605.859389250774
T1837,2023-13-01,C4150,smartphone,6.0,303.7198387127849,paypal,completed,False,1822.3190322767095
T1840,2023-09-16,C1346,coffee machine,5.0,379.1393709313895,credit card,pending,False,1895.6968546569476
T1876,2025-02-30,C4486,smartphone,7.0,848.2913364417781,paypal,completed,False,5938.039355092446
T1882,2023-12-04,C1051,smartphone,1.0,541.5701233820571,cash,failed,False,541.5701233820571
T1893,2023-05-22,C3742,tablet,8.0,778.1891120264371,paypal,completed,False,6225.512896211497
T1902,2023-13-01,C992,headphones,6.0,513.5564002212473,credit card,failed,False,3081.3384013274836
T1906,2023-13-01,C4181,smartphone,8.0,706.4760395767432,credit card,completed,False,5651.808316613946
T1910,2025-02-30,C3364,coffee machine,8.0,215.3808085809968,paypal,failed,False,1723.0464686479745
T1915,2025-02-30,C1749,headphones,2.0,348.3519004249674,paypal,completed,False,696.7038008499349
T1918,2023-13-01,C3370,laptop,9.0,960.7681930976138,paypal,unknown,False,8646.913737878524
T1924,2024-03-24,C3185,tablet,4.0,475.5248452655071,credit card,completed,False,1902.0993810620284
T1925,2023-13-01,C2682,tablet,7.0,616.4369199068389,credit card,pending,False,4315.058439347872
T1933,2023-13-01,C3637,headphones,6.0,516.322358349648,cash,pending,False,3097.934150097888
T1938,2022-09-23,C2114,laptop,8.0,390.785571658074,credit card,completed,False,3126.284573264592
T1939,2023-13-01,C4415,headphones,3.0,916.29,credit card,completed,False,2748.87
T1944,2023-13-01,C2198,tablet,5.0,488.12951619849525,paypal,pending,False,2440.6475809924764
T1946,2023-13-01,C338,laptop,8.0,335.99346180313466,paypal,completed,False,2687.9476944250773
T1952,2023-13-01,C163,tablet,3.0,873.7699266800047,credit card,completed,False,2621.309780040014
T1960,2025-02-30,C627,laptop,9.0,886.3958885587191,credit card,completed,False,7977.562997028472
T1962,2023-13-01,C440,laptop,4.0,574.4165000819149,credit card,pending,False,2297.6660003276597
T1968,2023-13-01,C926,laptop,3.0,998.039062165202,credit card,completed,False,2994.117186495606
T1993,2023-08-22,C1208,coffee machine,7.0,329.2081054073638,paypal,unknown,False,2304.4567378515467
T1995,2023-12-28,C2969,laptop,7.0,916.1604634727312,paypal,completed,False,6413.1232443091185
